symbol,address,signal_price,entry_price,exit_price,pnl_pct,peak_pct,reason,signal_type,pushed_at,buy_score
FATU,EWBz9V3apuPRD3U7QS6gjVVtsnjNqUVdUCM1YveQpump,1.7485995762092752e-05,1.049159745725565e-05,8.39327796580452e-06,-0.2,0.0,early_cut,dump_pump,2026-05-22 12:41:56.131468+08:00,75
ND,E3rE3pbPUkbg1L759K4ji9BBRrDi3tNwyLeqcM6spump,1.5442768238157404e-05,9.265660942894441e-06,7.412528754315553e-06,-0.19999999999999998,0.0,early_cut,dump_pump,2026-05-22 13:06:59.357031+08:00,75
WHALECUP,4dH4FoJQJGFRsffDRJY4ee29wzuBfdoHRZaB1WRXpump,1.2454405867741274e-05,0,0,0.0,0.0,layer3_zero_detected,dump_pump,2026-05-22 13:10:11.183666+08:00,30
Najin,77WT9AFWDXVvp9g15gDaQwkEhVc9njrphGaqLMBGpump,1.1984526588092353e-05,0,0,0.0,0.0,layer3_zero_detected,dump_pump,2026-05-22 13:13:22.008891+08:00,75
WORLDCCUP,9TRL9FBN96LNDUp13VhTEv3zYdkAbi1PgQBRCnuYpump,2.081730982261418e-05,0,0,0.0,0.0,layer1_pump_dump_skip,pump_dump,2026-05-22 13:38:57.818825+08:00,50
GOZU,2KJB1xWr9zMLcWdbmv9FfC87ec1De72vMAke7oL5pump,4.733459414234897e-05,0,0,0.0,0.0,layer3_zero_detected,dump_pump,2026-05-22 13:43:27.007250+08:00,75
USDTEA,5p7vQ4pLS9bpbSAHydZyhSoJiX6fv4MFkF5ce8rrpump,1.3553290860330804e-05,0,0,0.0,0.0,layer3_zero_detected,dump_pump,2026-05-22 13:47:26.355577+08:00,75
Najin,7Tu8phChb87xioqudHGygX6sjkCJJtYMZpk9mTM1pump,2.9340670001943022e-05,0,0,0.0,0.0,layer3_zero_detected,dump_pump,2026-05-22 14:16:52.973958+08:00,75
4kvUo4SyBn,4kvUo4SyBnpPB9SDEwZucLZvm4iZdwyup6CqKi3Npump,1.7579264996149013e-05,0,0,0.0,0.0,layer1_pump_dump_skip,pump_dump,2026-05-22 14:23:07.054713+08:00,50
FLAMU,3ZxHuSkRFmX6iTU7mBNQ54KFXiN82WmwNqZi9dzvpump,5.693988571205613e-05,0,0,0.0,0.0,layer3_zero_detected,dump_pump,2026-05-22 14:24:34.787303+08:00,75
WCPOT,D2JfNoRer2tLHQG9sVjhx3AA6rMExFA68cLAYrJ6Pot,1.1080390788061193e-05,0,0,0.0,0.0,layer1_pump_dump_skip,pump_dump,2026-05-22 14:27:18.430093+08:00,75
RETARDATIDE,65AnXQSicfsXxG1UTUn7YKxqW8ne8isoienxwivPpump,0.0002691851161742801,0.00016151106970456808,0.0003905442793262062,1.4180650901549956,1.8447824590058772,trailing_stop,dump_pump,2026-05-22 14:43:32.531451+08:00,95
RETARDATIDE,3KbmUzSJm5vE1tosDMHq9Ehut2RAWmNgngZUfG5DGCdJ,4.089574534044944e-05,0,0,0.0,0.0,layer1_pump_dump_skip,pump_dump,2026-05-22 14:46:48.434716+08:00,75
GLP1,Ei8MkeaRZdLLPe22kQ92WJucsWVBZrU8RoBSsqzSpump,1.3206288347196662e-05,7.923773008317997e-06,1.2683906773297068e-05,0.6007408036527687,0.8832244748856104,trailing_stop,dump_pump,2026-05-22 14:55:44.695524+08:00,75
NIBI,FTCohaKMABFxgYzYsyKwVwJnP9VdiJuRRH5qyapRpump,4.5086798521103646e-05,0,0,0.0,0.0,layer3_zero_detected,dump_pump,2026-05-22 15:03:55.263669+08:00,75
peptard ,4fSQqFxkBck1xfFjSAZmfkTj63m2RZGiuryjKivUpump,1.1469547995256355e-05,0,0,0.0,0.0,layer1_pump_dump_skip,pump_dump,2026-05-22 15:06:17.197086+08:00,50
POKU,BKBA8MzbP8n9KjpvYrA8t8BXnNUxC1HF8YGZHanapump,2.437656577697327e-06,0,0,0.0,0.0,layer1_pump_dump_skip,pump_dump,2026-05-22 15:09:23.584201+08:00,15
MHMP,z7X7sA8hz7eC9CH1bQM4gcp2KFRbqTxJAgUn6tcpump,0.00034555324852921524,0.00020733194911752914,0.00030237460868546054,0.45840817091848723,0.7157743187276322,trailing_stop,dump_pump,2026-05-22 15:27:24.655563+08:00,75
BOOT,3Wt6btWHaN8zi2L69vf3c2uPv2Tx3PWbwndqXKXwpump,4.806630187188651e-05,2.88397811231319e-05,2.3071824898505524e-05,-0.1999999999999999,0.0,early_cut,dump_pump,2026-05-22 15:50:30.198513+08:00,55
ART,9qmujNSQ4sW3ZH1BxRsiyUxrF11vtHEQU5Emcncepump,7.971037702107289e-06,0,0,0.0,0.0,layer1_pump_dump_skip,pump_dump,2026-05-22 15:50:59.368048+08:00,30
3ME4fACeWC,3ME4fACeWCVLwGt74fuM7YJtfjJzAincpxPevimopump,7.634137998751767e-06,0,0,0.0,0.0,layer1_pump_dump_skip,pump_dump,2026-05-22 15:54:14.596796+08:00,50
BLUBI,Cc93hk5c89ji4fLuddHW5GWE4m8iBM3s4Cc7AHDepump,2.2408777928566216e-05,0,0,0.0,0.0,layer3_zero_detected,dump_pump,2026-05-22 15:54:27.602619+08:00,30
PAVA,9GUUiRfimj1wrzDXVBLjyrHptBD79ifjUFGBXf3prhSc,1.208198918673762e-05,0,0,0.0,0.0,layer3_zero_detected,dump_pump,2026-05-22 16:05:42.513255+08:00,75
SXTNT,7PYfwCU7u6JUN4pXKGQtsrkCed5KCjShyPq6hVgpump,8.549049609733126e-06,0,0,0.0,0.0,layer3_zero_detected,dump_pump,2026-05-22 16:09:24.506070+08:00,50
KEYPONY,Gf5FFY8xrEaYtBQMs1mRx1wCqYFMQjyKDyGCjLhKpump,5.419793206989547e-05,0,0,0.0,0.0,layer3_zero_detected,dump_pump,2026-05-22 16:44:49.115350+08:00,75
Basil,5iHEg14r8NRMWPT2Z6N5VxK3iJaM49x5ifN6tgLLpump,1.2926159634835982e-05,0,0,0.0,0.0,layer1_pump_dump_skip,pump_dump,2026-05-22 16:45:53.433321+08:00,75
