Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Platforms,Sources,Token1Multiplier,Token2Multiplier
2MU3sxTk1uj7LPicXiJ5Tn8TxZbwEcRBjenRthAoszNuN8hSWdFoAzfLT8rn1LyDjvCqeXwDeu2UjDTPvNia4ojc,1777560731,2026-04-30T14:52:11.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,499996718,6,E8syR4zsgQG2zo9YyiyfX4ujubByR4z6qj9stjASpump,984172505966,6,500,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|ALPHAQmeA7bjrVuccPsYPiCvsi428SNwte66Srvs4pHA|BiSoNHVpsVZW2F7rx2eQ59yQwKxzU5NvBcmKshCSUypi|pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
4FWfAfKGnRoLfvUdfF8G8xwFueSSKxxxFxkYRf797sHHEiq6sVELu6NdKpK93zALNZrEg7D38yJeBxuq8tCYnfaV,1777560248,2026-04-30T14:44:08.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,99826562,6,H3fneDN1q6vepZajtx9iFiXMRdnVBCcJ3vkmrSEyGMAR,3965537539,6,99.84,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.0,1.0
38NLLqby4tFkgEGQFeNfHWgn8zMFS51qbGJm5QgvxYSYQRbjXU8WXDSCVAPMi6cBu46vc1vWuJE9QA3gtVbJH1Cs,1777558991,2026-04-30T14:23:11.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,So11111111111111111111111111111111111111112,8374628880,9,9AvytnUKsLxPxFHFqS6VLxaxt5p6BhYNr53SD2Chpump,376536571076,6,695.25,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
38NLLqby4tFkgEGQFeNfHWgn8zMFS51qbGJm5QgvxYSYQRbjXU8WXDSCVAPMi6cBu46vc1vWuJE9QA3gtVbJH1Cs,1777558991,2026-04-30T14:23:11.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,695396012,6,So11111111111111111111111111111111111111112,8376705406,9,695.42,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
31sL2CvreUbgNiyAszGXWyX42P3iDhRfVVJe4nxu1YMAwz1ALdu3E4VFjL9WnrfG2GLAs2G3X7MCE8eHLgFRcpGN,1777558255,2026-04-30T14:10:55.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,So11111111111111111111111111111111111111112,6010245268,9,CzHc1ugMNhim5JCJC8ebbp4k14jfrbZx1HNcMyEppump,1027660909133,6,499.32,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
31sL2CvreUbgNiyAszGXWyX42P3iDhRfVVJe4nxu1YMAwz1ALdu3E4VFjL9WnrfG2GLAs2G3X7MCE8eHLgFRcpGN,1777558255,2026-04-30T14:10:55.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,499996196,6,So11111111111111111111111111111111111111112,6011733321,9,499.44,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||9H6tua7jkLhdm3w8BvgpTn5LZNU7g4ZynDmCiNN3q6Rp,1.0,1.0
5jDzAAKAYkrXWWyEWCKYNiffi8oVgWHFQuhcRHNivBHpCisSK5kBug6gkGimAHjA9jWgKhmdSjptk3heGJ2JGRkW,1777558216,2026-04-30T14:10:16.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,So11111111111111111111111111111111111111112,2403655971,9,CzHc1ugMNhim5JCJC8ebbp4k14jfrbZx1HNcMyEppump,456417358463,6,199.88,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
5jDzAAKAYkrXWWyEWCKYNiffi8oVgWHFQuhcRHNivBHpCisSK5kBug6gkGimAHjA9jWgKhmdSjptk3heGJ2JGRkW,1777558216,2026-04-30T14:10:16.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,199996506,6,So11111111111111111111111111111111111111112,2404251083,9,199.92,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||goonuddtQRrWqqn5nFyczVKaie28f3kDkHWkHtURSLE,1.0,1.0
5byNgZvKrwEacqUwacCZvWQ9VxeXh2M7SdxUd3sCM2B1PJFGhDvqCZ1qzZNpBgFRcaMTwbQAgq9mdcbxUCGJS12z,1777558096,2026-04-30T14:08:16.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,So11111111111111111111111111111111111111112,6004836946,9,CzHc1ugMNhim5JCJC8ebbp4k14jfrbZx1HNcMyEppump,660857219353,6,500.39,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
5byNgZvKrwEacqUwacCZvWQ9VxeXh2M7SdxUd3sCM2B1PJFGhDvqCZ1qzZNpBgFRcaMTwbQAgq9mdcbxUCGJS12z,1777558096,2026-04-30T14:08:16.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,499996885,6,So11111111111111111111111111111111111111112,6006323660,9,500.52,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||9H6tua7jkLhdm3w8BvgpTn5LZNU7g4ZynDmCiNN3q6Rp,1.0,1.0
3z3QWX9uQjXNDxwCqsA48ECqUXcAGXLNj6knJ3ZFtEMsd8EcEv6oMfzaLDjVS5EgExynFLUFgeC9osBBZvWV7jEd,1777556273,2026-04-30T13:37:53.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,149995808,6,So11111111111111111111111111111111111111112,1804374889,9,149.97,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|goonuddtQRrWqqn5nFyczVKaie28f3kDkHWkHtURSLE,1.0,1.0
3zZw2q5EDy9Che74BZBy4DjjQ7QY4FvX8KkGJMHz37iog3Gr4ZZamo96ec4MuWDfmzWAeZHupxhdeRxqcghsAHcH,1777555625,2026-04-30T13:27:05.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,So11111111111111111111111111111111111111112,2769162832,9,9uMpJGLNTCp6Xhkw5KH4AZum1bLqPffLH1RvoQMkVcbL,3449663196123,6,229.93,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
3zZw2q5EDy9Che74BZBy4DjjQ7QY4FvX8KkGJMHz37iog3Gr4ZZamo96ec4MuWDfmzWAeZHupxhdeRxqcghsAHcH,1777555625,2026-04-30T13:27:05.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,229996546,6,So11111111111111111111111111111111111111112,2769847083,9,229.99,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||goonuddtQRrWqqn5nFyczVKaie28f3kDkHWkHtURSLE,1.0,1.0
4HQJZAsjY9qiEzEw3c7e8dasEvjGrfEYg4EQLTqKimX9BsT48TWE8QVWjvEQzTgcHGv83RVKc8Yr3YjGQGBXaWQw,1777554623,2026-04-30T13:10:23.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,So11111111111111111111111111111111111111112,1578623012,9,ACtfUWtgvaXrQGNMiohTusi5jcx5RJf5zwu9aAxkpump,31913806423,6,131.36,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,1.0,1.0
4HQJZAsjY9qiEzEw3c7e8dasEvjGrfEYg4EQLTqKimX9BsT48TWE8QVWjvEQzTgcHGv83RVKc8Yr3YjGQGBXaWQw,1777554623,2026-04-30T13:10:23.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,So11111111111111111111111111111111111111112,6312922840,9,ACtfUWtgvaXrQGNMiohTusi5jcx5RJf5zwu9aAxkpump,127851976761,6,525.29,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
4HQJZAsjY9qiEzEw3c7e8dasEvjGrfEYg4EQLTqKimX9BsT48TWE8QVWjvEQzTgcHGv83RVKc8Yr3YjGQGBXaWQw,1777554623,2026-04-30T13:10:23.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,466301628,6,So11111111111111111111111111111111111111112,5604331592,9,466.33,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||9H6tua7jkLhdm3w8BvgpTn5LZNU7g4ZynDmCiNN3q6Rp,1.0,1.0
4HQJZAsjY9qiEzEw3c7e8dasEvjGrfEYg4EQLTqKimX9BsT48TWE8QVWjvEQzTgcHGv83RVKc8Yr3YjGQGBXaWQw,1777554623,2026-04-30T13:10:23.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,190461227,6,So11111111111111111111111111111111111111112,2288783468,9,190.45,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||ALPHAQmeA7bjrVuccPsYPiCvsi428SNwte66Srvs4pHA,1.0,1.0
5wR2V7hyqhHnLVsVVfZMbLUAdpSLJJqQKzRBBLgceWSoPQSBKQSwBaTo28SEJt89FcWj8ebf5AR9g9m3raa1uJhE,1777554324,2026-04-30T13:05:24.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,591251762,6,ACtfUWtgvaXrQGNMiohTusi5jcx5RJf5zwu9aAxkpump,145918870487,6,591.25,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|ZERor4xhbUycZ6gb9ntrhqscUcZmAbQDjEAtCf4hbZY|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,1.0,1.0
47dRQLe1vTxZnxa6M2Jy8SH5b64DzVK1Jp8iXfe2kw8DgPKGSZDmGDkaYTCnwgu1jFKqvWe1VMBWDNedDxoAyELJ,1777554130,2026-04-30T13:02:10.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,So11111111111111111111111111111111111111112,1536458750,9,x95HN3DWvbfCBtTjGm587z8suK3ec6cwQwgZNLbWKyp,414167845920222,4,127.91,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
47dRQLe1vTxZnxa6M2Jy8SH5b64DzVK1Jp8iXfe2kw8DgPKGSZDmGDkaYTCnwgu1jFKqvWe1VMBWDNedDxoAyELJ,1777554130,2026-04-30T13:02:10.000Z,ACTIVITY_TOKEN_WITHDRAW_VAULT,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,x95HN3DWvbfCBtTjGm587z8suK3ec6cwQwgZNLbWKyp,621746158480981,4,,0,0,191.15,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,1.0,1.0
47dRQLe1vTxZnxa6M2Jy8SH5b64DzVK1Jp8iXfe2kw8DgPKGSZDmGDkaYTCnwgu1jFKqvWe1VMBWDNedDxoAyELJ,1777554130,2026-04-30T13:02:10.000Z,ACTIVITY_TOKEN_DEPOSIT_VAULT,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,So11111111111111111111111111111111111111112,2303535779,9,,0,0,191.76,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi,1.0,1.0
47dRQLe1vTxZnxa6M2Jy8SH5b64DzVK1Jp8iXfe2kw8DgPKGSZDmGDkaYTCnwgu1jFKqvWe1VMBWDNedDxoAyELJ,1777554130,2026-04-30T13:02:10.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,So11111111111111111111111111111111111111112,2303535779,9,x95HN3DWvbfCBtTjGm587z8suK3ec6cwQwgZNLbWKyp,621746158480981,4,191.76,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB,1.0,1.0
47dRQLe1vTxZnxa6M2Jy8SH5b64DzVK1Jp8iXfe2kw8DgPKGSZDmGDkaYTCnwgu1jFKqvWe1VMBWDNedDxoAyELJ,1777554130,2026-04-30T13:02:10.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,319767910,6,So11111111111111111111111111111111111111112,3841146873,9,319.76,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||ALPHAQmeA7bjrVuccPsYPiCvsi428SNwte66Srvs4pHA,1.0,1.0
47dRQLe1vTxZnxa6M2Jy8SH5b64DzVK1Jp8iXfe2kw8DgPKGSZDmGDkaYTCnwgu1jFKqvWe1VMBWDNedDxoAyELJ,1777554130,2026-04-30T13:02:10.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,319827030,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,319767910,6,319.81,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||SV2EYYJyRz2YhfXwXnhNAevDEui5Q6yrfyo13WtupPF,1.0,1.0
3VH8WNocCirALLFYGHZmfbWwXbVg2GAFGVJBXAzi7xwPput1VNeZatyrWLL4yzbbQBSQuusCtXhjGyYuSXPwoZPu,1777551379,2026-04-30T12:16:19.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,So11111111111111111111111111111111111111112,23044801151,9,2ssMotVbTUfRJev2UnibHzHsoeszPzgwbfsTZPSHpump,592972067499,6,1926.75,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
3VH8WNocCirALLFYGHZmfbWwXbVg2GAFGVJBXAzi7xwPput1VNeZatyrWLL4yzbbQBSQuusCtXhjGyYuSXPwoZPu,1777551379,2026-04-30T12:16:19.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1917595974,6,So11111111111111111111111111111111111111112,23050523724,9,1927.23,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||9H6tua7jkLhdm3w8BvgpTn5LZNU7g4ZynDmCiNN3q6Rp,1.0,1.0
3VH8WNocCirALLFYGHZmfbWwXbVg2GAFGVJBXAzi7xwPput1VNeZatyrWLL4yzbbQBSQuusCtXhjGyYuSXPwoZPu,1777551379,2026-04-30T12:16:19.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,1917986074,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1917595974,6,1917.92,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
4t54sex94xxst186sx4wMQrrjf1HYohFpQEMniXLrXTe9d31V4bHGYcw2z8JeYMU4aiE5tpsQ82TrTX4YmKxd4yV,1777551055,2026-04-30T12:10:55.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,So11111111111111111111111111111111111111112,6018806307,9,6RhH7zVMckGazH6DMBQrKfpKc2C3M7Rk8D6HzEgqpump,4366553735688,6,499.68,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
4t54sex94xxst186sx4wMQrrjf1HYohFpQEMniXLrXTe9d31V4bHGYcw2z8JeYMU4aiE5tpsQ82TrTX4YmKxd4yV,1777551055,2026-04-30T12:10:55.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,499892312,6,So11111111111111111111111111111111111111112,6020293534,9,499.81,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||SV2EYYJyRz2YhfXwXnhNAevDEui5Q6yrfyo13WtupPF,1.0,1.0
4t54sex94xxst186sx4wMQrrjf1HYohFpQEMniXLrXTe9d31V4bHGYcw2z8JeYMU4aiE5tpsQ82TrTX4YmKxd4yV,1777551055,2026-04-30T12:10:55.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,499995709,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,499892312,6,499.95,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||SV2EYYJyRz2YhfXwXnhNAevDEui5Q6yrfyo13WtupPF,1.0,1.0
3m7HtPJHukPG7ovYpHXVXHtKa2y53beVCSJWXBqTkF4eeLedjNDtJV45pg7ts6Y8RRVx4j7s7Up9s7x3HF4fnbY,1777550209,2026-04-30T11:56:49.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,115874487,6,ZBCNpuD7YMXzTHB2fhGkGi78MNsHGLRXUhRewNRm9RU,34919377909,6,115.87,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,1.0,1.0
2tvtaQh44RFc1L8MLnsaZq756i2fRn2ig8GdLtwguWoW2h9NA5PP4xEo1Kpd1wigdLNufnLJB9nMmbLShHgD5ieT,1777549634,2026-04-30T11:47:14.000Z,ACTIVITY_TOKEN_SWAP,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,999613626,6,Pren1FvFX6J3E4kXhJuCiAD5aDmGEb7qJRncwA8Lkhw,859089924,9,999.81,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt|HuTkmnrv4zPnArMqpbMbFhfwzTR7xfWQZHH1aQKzDKFZ,BN111AnCthcdPVNJ6jkir9TDaS7xqXT8EhetAmYpNqFt||LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,1.0,1
